,Unnamed: 0,season,episode_number,episode_title,quote,author
34822,47014,8,16,Joey Tells Rachel,"Oh no-no Rach, please, dont be sorry. Okay? Dont be sorry. (They hug again.) Yknow I was only kidding you.",Joey
19348,28901,5,21,The Ball,"(on phone, faking she`s sick) I-I`m not gonna be able to make it into work today, I don`t feel very good. (Joey makes a high throw and Monica has to catch it way over her head.) (Not sounding sick) Yes!! (Realizes what she just did.) (Sounding sick again) Wow! Uh, for a second there I thought I was really better, but I`m not. (Hangs up and keeps throwing the ball.)",Monica
8190,15464,3,16,The Morning After,We were just waxing our legs.,Monica
16929,26119,5,10,The Inappropriate Sister,"All the time. In fact, I was undefeated.",Monica
23941,34100,6,17,Unagi,What?!,Chandler
18871,28354,5,19,Ross Can`t Flirt,Ohh! Thank God! Where was it?,Rachel
31421,43047,8,1,`I Do`,"Oh-oh, were you, were you watching?",Ross
24341,34569,6,19,Joey`s Fridge,A chin dimple!,Phoebe
42972,57315,10,8,The Late Thanksgiving,It isn`t working.,Joey
10487,18400,4,2,The Cat,Oh my God! You still have the Chipper!,Monica
12353,20701,4,12,The Embryos,"Oh-oh, oh, oh-oh! (Whispers something in Joeys ear.)",Chandler
1980,2456,1,11,Mrs. Bing,I wish all guys could be like him.,Monica
12662,21059,4,13,Rachel`s Crush,"Ooh, what do I smell?",Phoebe
24438,34687,6,19,Joey`s Fridge,"Oh, but yknow, no, you didnt give me your phone number.",Rachel
18834,28310,5,19,Ross Can`t Flirt,"Okay, see that blind guy right there? I`m gonna bash his head in later.",Joey
22359,32262,6,10,The Routine,Yeah.,Rachel
7164,14148,3,11,Chandler Can`t Remember Which Sister,"Well, my apartment isnt there anymore, because I drank it.",Chandler
3009,4044,1,17,"The Two Parts, Part II","Every day, you are becoming more and more like your mother.",Rachel
31114,42572,7,23,Chandler And Monica`s Wedding,Uh-huh.,Ross
30383,41698,7,21,The Vows,No I don`t! Stop it! Stop it! Stop it! Stop it!,Chandler
44192,58756,10,13,Joey Speaks French,That`s great.,Chandler
867,1058,1,5,The East German Laundry Detergent,"Oh, ok, you know what I don`t get? The way guys can do so many mean things, and then not even care.",Phoebe
5903,12642,3,5,Frank Jr.,"Gnight, bro.",Phoebe
22510,32453,6,11,The Apothecary Table,"I am so glad you guys got together, Chandler and I are always looking for a couple to go out with and now we have one!",Monica
17890,27194,5,14,Everybody Finds Out,(swallowing hard) Well that would be nice. I`ll go get the lotion.,Chandler
766,940,1,4,George Stephanopoulos,"(jumping to his feet) Look, I don`t wanna make any trouble, okay, but I`m in a lot of pain here, alright? My face is dented.",Ross
41078,54998,10,1,Joey and Rachel Kiss,I`ll put a pillowcase over my head.,Monica
27310,38040,7,7,Ross`s Library Book,Oh for cryin out loud! (He storms out.),Ross
43426,57838,10,10,Chandler Gets Caught,"(To Monica) Wow! Listen, we had a good run. You know, what was it? Four? Five months? I mean, that`s more than most people have in a lifetime! So, good-bye, take care, bye-bye then! (He kisses her and starts to climb out the balcony window)",Chandler
41120,55041,10,1,Joey and Rachel Kiss,"Okay, I`ve had it with the hair jokes. Tomorrow morning, before we leave, I`m going to the salon.",Monica
29871,41118,7,19,Ross And Monica`s Cousin,"Nothing, Im just practicing blowing you off because Im gonna be a big movie star!",Joey
7194,14179,3,11,Chandler Can`t Remember Which Sister,"Why cant we talk in here? With, with, witnesses.",Chandler
4046,5271,1,22,The Ick Factor,I thought you knew that.,Phoebe
17050,26259,5,11,All The Resulutions,"(To Phoebe) Happy New Year, Pheebs!",Ross
17782,27084,5,14,Everybody Finds Out,Oh man! I want that place so much!! I was so sure that was gonna work! There`s twelve bucks I`ll never see again! (Exits.),Ross
36335,48905,8,23,Rachel Has A Baby,Whos this little guy? (Gasps when he sees Aaron.),Ross
28762,39785,7,14,They All Turn Thirty,(laughing) Okay we have to do something about your breath.,Chandler
12577,20958,4,13,Rachel`s Crush,"Yeah, I think I have some around here somewhere. Why?",Monica
7886,15072,3,15,Ross And Rachel Take A Break,So Pheebs whats this guy like?,Joey
2643,3292,1,14,The Candy Hearts,"Oh, what a crappy night!",Chandler
33579,45671,8,11,Ross`s Step Forward,"Well, we-we havent said that to each other yet, but I guess its okay to say it to other people.",Ross
8345,15620,3,17,The Ski Trip,"(turning around and picking a cup off of a table) Oh, hey, look, I found coffee! (handing her the cup) Okay, lets skedaddle.",Phoebe
18143,27485,5,16,The Cop,"Okay, dime! (Donates that.) You guys should probably keep talking; this could take a while. (Finds something else.) Oh no, wait! Look it! Whoa! (Looks at it.) Oh my God, this is a police badge!",Phoebe
34568,46741,8,15,The Birthing Video,Why? You saw it? Is it scary?,Rachel
23961,34121,6,17,Unagi,"Now, its not wrapped because I just, just finished it.",Chandler
43617,58073,10,11,The Stripper Cries,"Are you gonna be ok, officer, uhm,...",Monica
37782,50617,9,7,Ross`s Inappropriate Song,Please don`t take her away from me!,Ross
26622,37269,7,4,Rachel`s Assistant,"Me either. Umm, all right, first thing I need you to do is go downstairs and find a women named Hilda and tell her to go home.",Rachel
24417,34658,6,19,Joey`s Fridge,Im gonna call her.,Ross
38971,52440,9,15,The Mugging,"I can`t say, I just thought it was really good and maybe would be worth something some day.",Phoebe
24897,35232,6,21,Ross Meets Elizabeth`s Dad,(still writing) Phyllis sees what Im doing.,Monica
40079,53721,9,20,The Soap Opera Party,"Eh, you think? I mean, you went out with a guy who improved the accuracy of radiocarbon dating by a factor of 10!",Ross
42929,57271,10,8,The Late Thanksgiving,So bad.,Rachel
28528,39473,7,13,Rosita Dies,Oh.,Phoebe
39321,52841,9,17,The Memorial Service,Damnit Phoebe! How did you even call him?,Monica
20729,30438,6,2,Ross Hugs Rachel,"Oh-oh, what about Ross?",Joey
378,439,1,2,The Sonogram At The End,"Oh! Man, I never thought I`d be here.. (She leans back onto his hand.)",Rachel
27541,38318,7,8,Chandler Doesn`t Like Dogs,How are you holding up?,Rachel
39721,53291,9,19,Rachel`s Dream,And tell them that in 2 weeks I will once again be a masseuse in good standing!,Phoebe
44355,58943,10,14,Princess Consuela,"Hey, hey... I can convince people to do anything, you know. I bet I can even get Mike to do that `thing`. What is it?",Joey
12034,20308,4,10,The Girl From Poughkeepsie,You want a problem? Ill give you a problem!,Monica
2020,2513,1,11,Mrs. Bing,...But a man can change. (Downs a shot),Ross
22498,32441,6,11,The Apothecary Table,(indignant) I was tired!,Joey
6167,12973,3,6,The Flashback,Whats it about?,Chandler
8667,16004,3,18,The Hypnosis Tape,We use it!!,Rachel
27432,38203,7,8,Chandler Doesn`t Like Dogs,(counting the place settings) How come we have one extra place setting?,Rachel
31319,42916,8,1,`I Do`,"Well, the good news is, I dont think anyones looking at us.",Monica
40775,54586,9,23,In Barbados,Ugh.,Rachel
15795,24791,5,5,The Kips,(entering) Hey.,Ross
41814,55884,10,4,The Cake,"That`s the hope! So, is Emma awake yet?",Ross
44286,58867,10,13,Joey Speaks French,"You know, when two people have a connection, you know, that`s... just seems like such a... waste.",Rachel
26006,36599,7,1,Monica`s Thunder,"My Sweet Sixteen! Remember, you went to third base with my cousin Charlie.",Monica
12783,21198,4,13,Rachel`s Crush,"Because, I-I shouldve called! Yknow if I had just called her after our big, stupid fight, she never wouldve gone out with Nick, and they wouldve ended up in bed together. I threw her at his man nipples!",Chandler
11438,19599,4,7,Chandler Crosses The Line,(to Phoebe) Hey!,Ross
34764,46954,8,16,Joey Tells Rachel,Okay whats up?,Rachel
33387,45411,8,10,Monica`s Boots,How come?!,Phoebe
31762,43435,8,3,Rachel Tells...,What secrets?,Joey
29101,40208,7,15,Joey`s New Brain,(screaming) MONICA!!!! MONICA!!!! (Runs to Monicas.),Rachel
45479,60288,10,17,"The Last One, Part I & II",We got some time.,Monica
20000,29634,5,23,In Vegas,"All right well, I`ll take you someplace nice then. Look! A guy tipped me a hundred bucks today.",Joey
10047,17871,3,25,At The Beach,Strip Happy Days Game?,Monica
40372,54074,9,21,The Fertility Test,"Although some of that stuff wasn`t where you said it was gonna be, but... (confidently) I made it work.",Joey
18081,27415,5,15,The Girl Who Hits Joey,What?!,Ross
9739,17418,3,23,Ross`s Thing,"So then, are you going to dump Jason?",Monica
28217,39110,7,11,All The Cheesecakes,"Oh well, that changes everything! (Grabs his menu and starts looking at it again. The waiter leaves.) Yknow what Pheebs?",Joey
11573,19736,4,8,Chandler In A Box,"Oh yknow what, I was already trying to trade for ah, well, you.",Chandler
33842,45977,8,12,Joey Dates Rachel,"Yeah, like a moth to a flame, Im telling ya. Okay all right, so now you go.",Joey
44946,59677,10,16,Rachel`s Going Away Party,Relax! We just get her some antacids.,Chandler
16764,25934,5,9,Ross`s Sandwich,"Uh, thank you Phoebe. Umm, well, what struck me most when reading Jane Eyre was uh, how the book was so ahead of its time.",Rachel
17705,27005,5,14,Everybody Finds Out,(entering) Hey guys!,Joey
27775,38596,7,9,All The Candy,No!,Ross
820,1004,1,4,George Stephanopoulos,"Oh! Oh! Oh! Okay, fine, fine. Now I don`t feel so bad about sleeping with Jason Hurley.",Phoebe
8603,15915,3,18,The Hypnosis Tape,What are you doing here?,Phoebe
41554,55591,10,2,Ross Is Fine,"Yeah, but, Ross, I mean, you`re not okay with it.",Joey
15264,24154,5,2,All The Kissing,"No. I`m sorry. It`s just `cause I couldn`t be there. `Cause all I ever get to do now is pregnant stuff, it just bums me out.",Phoebe
3015,4054,1,17,"The Two Parts, Part II","(as Monica) Yeah it is, mostly because I get to boss people around, which I just love to do.",Rachel
38772,52186,9,14,The Blind Dates,Can you believe they`re still not here?,Joey
28352,39263,7,12,They`re Up All Night,"Shhhhhhhhh!!! (Monica enters) Im sorry, I thought maybe Id make some warm milk and it would help me sleep.",Chandler
17474,26730,5,13,Joey`s Bag,"I`m telling you, she gives the worst massages ever!! Okay, it was like she was torturing me for information. And I wanted to give it up I justI didn`t know what it was!",Chandler
2334,2885,1,12,The Dozen Lasagnas,"No...oh, I feel so stupid! Oh, I think about the other day with you guys and I was all `Oh, Paolo, he`s so great, he makes me feel so...` Oh, God, I`m so embarrassed!",Rachel
5461,12120,3,3,The Jam,"(buzzes) Wrong! Now you`re single. It`s actually secret option number three, you meet her at the gate. That way she knows you love her.",Ross
33235,45249,8,9,The Rumor,Okay. So what? You guys would just like get together and like just say mean things about me?,Rachel
17179,26393,5,11,All The Resulutions,"Oh, Joey, I have such a problem!",Rachel
38294,51620,9,10,Christmas In Tulsa,What else did you think about?,Monica
21368,31145,6,5,Joey`s Porsche,"Okay, can we just sign please?",Ross
37527,50287,9,6,The Male Nanny,Really nice to meet you... and we`ll call you.,Rachel
16472,25552,5,8,The Thanksgiving Flashbacks,I don`t know about that. I`ve got one that`s worse.,Phoebe
17745,27046,5,14,Everybody Finds Out,What?,Monica
31338,42935,8,1,`I Do`,"Hi. Im uh, Im Ross. I dont, I dont believe weve met. Im Monicas older brother.",Ross
4471,5843,1,24,Rachel Finds Out,"Ross? All this time? Well, I`ve got to talk to him. (gets up to leave)",Rachel
42288,56485,10,6,Ross`s Grant,Cool!,Joey
297,341,1,2,The Sonogram At The End,"That`s because as far as my parents are concerned, Ross can do no wrong. Y`see, he`s the Prince. Apparently they had some big ceremony before I was born.",Monica
7163,14147,3,11,Chandler Can`t Remember Which Sister,How ya feelin?,Monica
36937,49554,9,3,The Pediatrician,So you`re gonna be gone four days a week? (Thinks about it.) No.,Monica
43564,57984,10,11,The Stripper Cries,"All right, I`d say we make a pact. Neither of us will go out with Missy Goldberg.",Chandler
44661,59347,10,15,Estelle Dies,"I promise. And that means, never having to give a reason. (Phoebe stops herself from laughing and leaves)",Joey
42297,56494,10,6,Ross`s Grant,(to Charlie) Hey!,Ross
17193,26410,5,11,All The Resulutions,"Hey, Pheebs?",Joey
3439,4522,1,19,The Monkey Gets Away,`Tonight` tonight?,Joey
41474,55472,10,2,Ross Is Fine,You know how to use a compass?,Chandler
680,837,1,4,George Stephanopoulos,Eleven days before Halloween.. all the good costumes are gone?,Chandler
22592,32546,6,11,The Apothecary Table,"No-no, she really is sick!",Joey
122,130,1,1,Monica Gets A Roommate,-leg?,Monica
43581,58008,10,11,The Stripper Cries,What?,Rachel
27052,37768,7,6,The Nap Partners,"(pause) No, were still together. Yeah we went out for two summers, and then I broke up with her.",Chandler
19480,29084,5,21,The Ball,You guys wanna eat here?,Chandler
13512,22143,4,17,The Free Porn,"Okay! Okay! But if she doesnt call, it is definitely over! No, wait. Wait. Unless, eventually, I call her, yknow just to she whats going on, and, and she says shell call me back, but then she doesnt. Then its over.",Ross
26335,36950,7,3,Phoebe`s Cookies,Does anybody know me?!,Chandler
30378,41693,7,21,The Vows,You said you loved me! I can`t believe this!,Monica
24501,34759,6,19,Joey`s Fridge,Yeah?,Phoebe
19952,29586,5,23,In Vegas,"They uh director. Uhh, her. (Points to an old woman standing behind him. Who glares at him and walks off.) All right, all right, it`s not a gladiator movie. I work here.",Joey
29909,41159,7,19,Ross And Monica`s Cousin,"I dont know! Its not like its porn! This is a serious, legitimate movie. Yknow? And the nudity is really important to the story.",Joey
13059,21529,4,15,All The Rugby,Bye.,Chandler
29845,41089,7,18,Joey`s Award,Doesnt it ever just freak you out that-that youre never gonna be with anybody new again?,Monica
3843,5024,1,21,The Fake Monica,"Okay, I`m not getting this!",Monica
30356,41671,7,21,The Vows,"Oh, look, twins. Hi, guys. Oh, cute, cute.",Phoebe
23578,33685,6,15,"That Could Have Been, Part I & II","Yeah, a lot. A lot, a lot!",Monica
40096,53745,9,20,The Soap Opera Party,Come on! I think this is funny! (Ross leaves),Rachel
24127,34308,6,18,Ross Dates A Student,Hi.,Chandler
25576,36123,6,24,"The Proposal, Part I & II",Hey!,Chandler
5118,11730,3,1,The Princess Leia Fantasy,You still can`t stand her can you?,Chandler
18772,28248,5,19,Ross Can`t Flirt,"Yeah, right.",Ross
8636,15971,3,18,The Hypnosis Tape,"Well, have-have you told him how you feel?",Joey
30223,41521,7,20,Rachel`s Big Kiss,"Oh thats too bad. Its true, but too bad.",Monica
5422,12070,3,3,The Jam,"Whoa, jam! I love jam! (to Chandler) Hey, how come we never have jam at our place?",Joey
14409,23197,4,21,The Invitation,I can`t believe he did this.,Monica
7578,14659,3,13,Monica And Richard Are Just Friends,"Oh, hey.",Chandler
39034,52520,9,16,The Boob Job,Monica...would you please tell Joey that he is a pig?,Rachel
4107,5358,1,22,The Ick Factor,"I, I didn`t say any... I sw... I did not say anything, I swear. He stopped by.",Rachel
1776,2183,1,9,Underdog Gets Away,"Ok, who wants light cheese, and who wants dark cheese?",Chandler
14286,23069,4,21,The Invitation,Yeah sure.,Ross
25808,36400,7,1,Monica`s Thunder,"Oh, I thought it was just a kid yelling, `Im gay! Im gay!` Can I bring her in?",Ross
37096,49760,9,3,The Pediatrician,Awww. (They hug) Bye!,Chandler
40773,54583,9,23,In Barbados,Wha... what you really think we can do that?,Ross
7722,14869,3,14,Phoebe`s Ex-Partner,Okay. No. But thanks.,Phoebe
1038,1260,1,5,The East German Laundry Detergent,"Oh, I`d like that.",Phoebe
23100,33138,6,13,Rachel`s Sister,Hi!,Rachel
32430,44195,8,5,Rachel`s Date,"And Tim I just wanna say, good luck here. (Shakes his hand and leaves, which disgusts Monica.)",Phoebe
37393,50123,9,5,Phoebe`s Birthday Dinner,"A pigeon, a pigeon. (previously scared Rachel turns away) No, no wait, no-no, an eagle flew in. Landed on the stove and caught fire. The baby, seeing this, jumps across the apartment to the mighty birds aid. The eagle, however, misconstrues as an act of aggression and grabs the baby on its talon. Meanwhile the faucet fills the apartment with water. Baby and bird still up lays (?) are locked in a death grip, swirling around the whirl pool, that fills the apartment.",Ross
